Cargo,6.2,Mystery,Ralph Etter,Ivan Engler,Martin Rapold,4200000,0,313230,"Oct 21, 2011"
Carnage,7.2,Comedy,Roman Polanski,Jodie Foster,Kate Winslet,25000000,2546747,38112154,"Dec 16, 2011"
Carol,7.2,Drama,Todd Haynes,Cate Blanchett,Rooney Mara,11800000,12711491,42843521,"Nov 20, 2015"
Carrie,5.9,Drama,Kimberly Peirce,Chlo��_��_ Grace Moretz,Julianne Moore,30000000,35266619,82409520,"Oct 18, 2013"
Carrie,5.5,Drama,David Carson,Angela Bettis,Patricia Clarkson,30000000,35266619,82409520,"Oct 18, 2013"
Cars,7.1,Animation,Joe Ranft,John Lasseter,Bonnie Hunt,70000000,244082982,461651246,"Jun 9, 2006"
Cars 2,6.2,Animation,Bradford Lewis,John Lasseter,Larry the Cable Guy,200000000,191450875,560155383,"Jun 24, 2011"
Cars 3,6.8,Animation,Brian Fee,Owen Wilson,Cristela Alonzo,175000000,152901115,383541369,"Jun 16, 2017"
Casa de mi Padre,5.5,Comedy,Matt Piedmont,Will Ferrell,Gael Garcia Bernal,6000000,5909483,8446952,"Mar 16, 2012"
Case 39,6.2,Horror,Christian Alvart,Renee Zellweger,Ian McShane,27000000,13261851,28773827,"Oct 1, 2010"
Casino Jack,6.2,Biography,George Hickenlooper,Kevin Spacey,Barry Pepper,12500000,2039869,2272186,"Dec 17, 2010"
Casino Royale,8,Action,Martin Campbell,Daniel Craig,Eva Green,102000000,167365000,594420283,"Nov 17, 2006"
Cast Away,7.8,Adventure,Robert Zemeckis,Tom Hanks,Helen Hunt,85000000,233632142,427230516,"Dec 22, 2000"
Catch Me If You Can,8.1,Biography,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,52000000,164606800,355612291,"Dec 25, 2002"
Catch That Kid,5.2,Adventure,Bart Freundlich,Kristen Stewart,Sam Robards,18000000,16703799,16959614,"Feb 6, 2004"
Cats & Dogs,5.1,Action,Lawrence Guterman,Alec Baldwin,Tobey Maguire,60000000,93375151,200700000,"Jul 4, 2001"
Cats & Dogs: The Revenge of Kitty Galore,4.3,Action,Brad Peyton,Bette Midler,Chris O'Donnell,85000000,43585753,113026383,"Jul 30, 2010"
Catwoman,3.3,Action,Pitof,Halle Berry,Sharon Stone,100000000,40202379,82145379,"Jul 23, 2004"
Cecil B. DeMented,6.2,Comedy,John Waters,Melanie Griffith,Stephen Dorff,10000000,1276984,1953882,"Aug 11, 2000"
Cedar Rapids,6.2,Comedy,Miguel Arteta,Ed Helms,John C. Reilly,10000000,6861102,7862131,"Feb 11, 2011"
Cellular,6.5,Action,David R. Ellis,Kim Basinger,Chris Evans,45000000,32003620,61475984,"Sep 10, 2004"
Center Stage,6.7,Drama,Nicholas Hytner,Amanda Schull,Ethan Stiefel,18000000,17200925,21361109,"May 12, 2000"
Central Intelligence,6.3,Action,Rawson Marshall Thurber,Dwayne Johnson,Kevin Hart,50000000,127440871,217194805,"Jun 17, 2016"
Centurion,6.4,Action,Neil Marshall,Michael Fassbender,Dominic West,15000000,123570,7885048,"Aug 27, 2010"
Changeling,7.7,Biography,Clint Eastwood,Angelina Jolie,Colm Feore,55000000,35739802,113805580,"Oct 24, 2008"
Changing Lanes,6.5,Drama,Roger Michell,Ben Affleck,Samuel L. Jackson,45000000,66790248,66790248,"Apr 12, 2002"
Chappie,6.8,Action,Neill Blomkamp,Sharlto Copley,Dev Patel,49000000,31569268,105002056,"Mar 6, 2015"
Charlie and the Chocolate Factory,6.6,Adventure,Tim Burton,Johnny Depp,Freddie Highmore,150000000,206459076,475825484,"Jul 15, 2005"
Charlie Bartlett,7,Comedy,Jon Poll,Anton Yelchin,Robert Downey Jr.,12000000,3950294,5295909,"Feb 22, 2008"
Charlie St. Cloud,6.4,Drama,Burr Steers,Zac Efron,Kim Basinger,44000000,31206263,48478084,"Jul 30, 2010"
Charlie Wilson's War,7.1,Biography,Mike Nichols,Tom Hanks,Julia Roberts,75000000,66661095,119512771,"Dec 21, 2007"
Charlie's Angels,5.5,Action,McG,Cameron Diaz,Drew Barrymore,90000000,125305545,259736090,"Nov 3, 2000"
Charlie's Angels: Full Throttle,4.9,Action,McG,Drew Barrymore,Lucy Liu,120000000,100814328,227200000,"Jun 27, 2003"
Charlotte's Web,6.3,Comedy,Gary Winick,Dakota Fanning,Julia Roberts,82500000,82985708,143985708,"Dec 15, 2006"
Chasing Liberty,6.1,Comedy,Andy Cadiff,Mandy Moore,Matthew Goode,23000000,12189514,12291975,"Jan 9, 2004"
Chasing Mavericks,7.2,Biography,Curtis Hanson,Michael Apted,Gerard Butler,20000000,6002756,8300821,"Oct 26, 2012"
Cheap Thrills,6.7,Comedy,E.L. Katz,Pat Healy,Ethan Embry,100000,59424,59424,"Mar 21, 2014"
Cheaper by the Dozen,5.8,Comedy,Shawn Levy,Steve Martin,Bonnie Hunt,40000000,138614544,190212113,"Dec 25, 2003"
Cheaper by the Dozen 2,5.5,Adventure,Adam Shankman,Steve Martin,Bonnie Hunt,60000000,82571173,135015330,"Dec 21, 2005"
Chernobyl Diaries,5,Horror,Bradley Parker,Jesse McCartney,Jonathan Sadowski,1000000,18119640,42411721,"May 25, 2012"
Chicago,7.2,Comedy,Rob Marshall,Renee Zellweger,Catherine Zeta-Jones,30000000,170687518,306770545,"Dec 27, 2002"
Chicken Little,5.8,Animation,Mark Dindal,Zach Braff,Joan Cusack,150000000,135386665,310043823,"Nov 4, 2005"
Chicken Run,7,Animation,Nick Park,Peter Lord,Julia Sawalha,42000000,106793915,227793915,"Jun 21, 2000"
Child 44,6.5,Crime,Daniel Espinosa,Tom Hardy,Gary Oldman,50000000,1224330,8004221,"Apr 17, 2015"
Child's Play,6.3,Horror,Lars Klevberg,Aubrey Plaza,Mark Hamill,9000000,33244684,44196684,"Nov 9, 1988"
Children of Men,7.9,Drama,Alfonso Cuaran,Julianne Moore,Clive Owen,76000000,35552383,69845011,"Dec 25, 2006"
Chinjeolhan geumjassi,7.6,Crime,Chan-wook Park,Yeong-ae Lee,Min-sik Choi,4500000,211667,23471871,"May 4, 2006"
CHIPS,6,Action,Dax Shepard,Michael Pena,Dax Shepard,25000000,18600152,23190292,"Mar 24, 2017"
Chloe,6.3,Drama,Atom Egoyan,Julianne Moore,Amanda Seyfried,13000000,3075255,11831131,"Mar 26, 2010"
Chocolat,7.3,Drama,Lasse Hallstrom,Juliette Binoche,Judi Dench,25000000,71309760,152500343,"Dec 15, 2000"
Chocolat,7,Biography,Roschdy Zem,Omar Sy,James Thierree,25000000,71309760,152500343,"Dec 15, 2000"
Choke,6.5,Comedy,Clark Gregg,Sam Rockwell,Anjelica Huston,3400000,2926565,4124277,"Sep 26, 2008"
Christmas with the Kranks,5.3,Comedy,Joe Roth,Tim Allen,Jamie Lee Curtis,50000000,73701902,96469187,"Nov 24, 2004"
Christopher Robin,7.3,Adventure,Marc Forster,Ewan McGregor,Hayley Atwell,75000000,99215042,197504758,"Aug 3, 2018"
Chronicle,7,Drama,Josh Trank,Dane DeHaan,Alex Russell,12000000,64575175,123681790,"Feb 3, 2012"
Churchill,6.3,Biography,Jonathan Teplitzky,Brian Cox,Miranda Richardson,10000000,1279681,7582196,"Jun 2, 2017"
Cidade de Deus,8.6,Crime,Katia Lund,Fernando Meirelles,Leandro Firmino,3300000,7563397,32059295,"Jan 17, 2003"
Cinderella,6.9,Drama,Kenneth Branagh,Lily James,Cate Blanchett,95000000,201151353,534551353,"Mar 13, 2015"
Cinderella Man,8,Biography,Ron Howard,Russell Crowe,Renee Zellweger,88000000,61649911,105021488,"Jun 3, 2005"
Circle,6,Drama,Mario Miscione,Aaron Hann,Aimee McKay,2000000,10024,10024,"Aug 27, 2010"
Cirque du Freak: The Vampire's Assistant,5.9,Action,Paul Weitz,Chris Massoglia,John C. Reilly,40000000,14046595,39753957,"Oct 23, 2009"
Cirque du Soleil: Worlds Away,6.8,Fantasy,Andrew Adamson,Erica Linz,Igor Zaripov,25000000,12512862,28012862,"Dec 21, 2012"
City by the Sea,6.1,Crime,Michael Caton-Jones,Robert De Niro,James Franco,40000000,22433915,22433915,"Sep 6, 2002"
City Island,7.4,Comedy,Raymond De Felitta,Andy Garcia,Julianna Margulies,6000000,6671283,8173486,"Mar 19, 2010"
City of Ember,6.5,Adventure,Gil Kenan,Saoirse Ronan,Toby Jones,38000000,7873007,17831558,"Oct 10, 2008"
Clash of the Titans,5.8,Action,Louis Leterrier,Sam Worthington,Liam Neeson,125000000,163214888,493214888,"Apr 1, 2010"
Clerks II,7.3,Comedy,Kevin Smith,Brian O'Halloran,Jeff Anderson,5000000,24148068,27342246,"Jul 21, 2006"
Click,6.4,Comedy,Frank Coraci,Adam Sandler,Kate Beckinsale,82500000,137355633,237685089,"Jun 23, 2006"
Clockstoppers,5.2,Action,Jonathan Frakes,Jesse Bradford,French Stewart,26000000,36985501,38788828,"Mar 29, 2002"
Closer,7.2,Drama,Mike Nichols,Natalie Portman,Jude Law,35000000,33987757,116177695,"Dec 3, 2004"
Cloud Atlas,7.4,Action,Lana Wachowski,Tom Tykwer,Halle Berry,102000000,27108272,130673154,"Oct 26, 2012"
Cloudy with a Chance of Meatballs,6.9,Animation,Christopher Miller,Phil Lord,Bill Hader,100000000,124870275,236827677,"Sep 18, 2009"
Cloudy with a Chance of Meatballs 2,6.4,Animation,Kris Pearn,Cody Cameron,Anna Faris,78000000,119793567,274392649,"Sep 27, 2013"
Cloverfield,7,Action,Matt Reeves,Mike Vogel,Jessica Lucas,25000000,80048433,171302226,"Jan 18, 2008"
Club Dread,5.7,Comedy,Jay Chandrasekhar,Jay Chandrasekhar,Bill Paxton,8500000,5001655,7573551,"Feb 27, 2004"
Coach Carter,7.3,Biography,Thomas Carter,Samuel L. Jackson,Rick Gonzalez,45000000,67264877,76665507,"Jan 14, 2005"
Coco,8.4,Animation,Adrian Molina,Lee Unkrich,Gael Garcia Bernal,175000000,209726015,798008101,"Nov 22, 2017"
Coco avant Chanel,6.7,Biography,Anne Fontaine,Audrey Tautou,Beno��t Poelvoorde,23000000,6113834,50813834,"Sep 25, 2009"
Code 46,6.2,Drama,Michael Winterbottom,Tim Robbins,Samantha Morton,7500000,197148,1788324,"Aug 6, 2004"
Cold Mountain,7.2,Adventure,Anthony Minghella,Jude Law,Nicole Kidman,80000000,95632614,165173909,"Dec 25, 2003"
Cold Pursuit,6.2,Action,Hans Petter Moland,Liam Neeson,Laura Dern,60000000,32138862,62599159,"Feb 8, 2019"
Collateral,7.5,Crime,Michael Mann,Tom Cruise,Jamie Foxx,60000000,100170152,217670152,"Aug 6, 2004"
Collateral Beauty,6.8,Drama,David Frankel,Will Smith,Edward Norton,36000000,31016021,85309093,"Dec 16, 2016"
Collateral Damage,5.5,Action,Andrew Davis,Arnold Schwarzenegger,John Leguizamo,85000000,40048332,78353508,"Feb 8, 2002"
College,4.6,Comedy,Deb Hagan,Drake Bell,Kevin Covais,6000000,4694491,6176114,"Aug 29, 2008"
Collide,5.7,Action,Eran Creevy,Nicholas Hoult,Felicity Jones,29200000,2280004,5466698,"Feb 24, 2017"
Colombiana,6.4,Action,Olivier Megaton,Zoe Saldana,Michael Vartan,40000000,36665854,72295262,"Aug 26, 2011"
Columbus,7.2,Drama,Kogonada,John Cho,Haley Lu Richardson,700000,1017107,1110511,"Aug 4, 2017"
Compliance,6.4,Biography,Craig Zobel,Ann Dowd,Dreama Walker,270000,319285,830700,"Aug 17, 2012"
Conan the Barbarian,5.2,Action,Marcus Nispel,Jason Momoa,Ron Perlman,90000000,21295021,63356133,"Aug 19, 2011"
Concussion,7.1,Biography,Peter Landesman,Will Smith,Alec Baldwin,35000000,34531832,50363790,"Dec 25, 2015"
Confessions of a Dangerous Mind,7,Biography,George Clooney,Sam Rockwell,Drew Barrymore,29000000,16007718,33013805,"Dec 31, 2002"
Confessions of a Teenage Drama Queen,4.6,Comedy,Sara Sugarman,Lindsay Lohan,Megan Fox,15000000,29331068,33118854,"Feb 20, 2004"
Confidence,6.7,Crime,James Foley,Edward Burns,Dustin Hoffman,15000000,12212417,12212417,"Apr 25, 2003"
Constantine,7,Action,Francis Lawrence,Keanu Reeves,Rachel Weisz,75000000,75976178,221594911,"Feb 18, 2005"
Contagion,6.6,Action,Steven Soderbergh,Matt Damon,Kate Winslet,60000000,75658097,137551594,"Sep 9, 2011"
Contraband,6.5,Action,Baltasar Kormakur,Mark Wahlberg,Giovanni Ribisi,25000000,66528000,98406855,"Jan 13, 2012"
Control,7.7,Biography,Anton Corbijn,Sam Riley,Samantha Morton,6400000,871577,8902141,"Oct 10, 2007"
Conversations with Other Women,7,Comedy,Hans Canosa,Helena Bonham Carter,Aaron Eckhart,450000,379418,1297745,"Aug 11, 2006"
Conviction,7.2,Biography,Tony Goldwyn,Hilary Swank,Sam Rockwell,12500000,6797696,11826980,"Oct 15, 2010"
Cop Car,6.3,Crime,Jon Watts,Kevin Bacon,James Freedson-Jackson,5000000,134552,143658,"Aug 7, 2015"
Cop Out,5.6,Action,Kevin Smith,Bruce Willis,Tracy Morgan,37000000,44875481,55909910,"Feb 26, 2010"
Copying Beethoven,6.8,Biography,Agnieszka Holland,Ed Harris,Diane Kruger,11000000,355968,6586324,"Nov 10, 2006"
Coraline,7.7,Animation,Henry Selick,Dakota Fanning,Teri Hatcher,60000000,75286229,126037057,"Feb 6, 2009"
Coriolanus,6.1,Drama,Ralph Fiennes,Ralph Fiennes,Gerard Butler,10000000,749641,2179623,"Jan 20, 2012"
Corky Romano,4.7,Comedy,Rob Pritts,Chris Kattan,Peter Falk,11000000,23978402,25116103,"Oct 12, 2001"
Corpse Bride,7.3,Animation,Mike Johnson,Tim Burton,Helena Bonham Carter,30000000,53359111,114770654,"Sep 23, 2005"
Country Strong,6.3,Drama,Shana Feste,Garrett Hedlund,Gwyneth Paltrow,15000000,20218921,20601987,"Dec 22, 2010"
Couples Retreat,5.5,Comedy,Peter Billingsley,Vince Vaughn,Malin Akerman,60000000,109205660,172450423,"Oct 9, 2009"
Courageous,7,Drama,Alex Kendrick,Alex Kendrick,Ken Bevel,2000000,34522221,35185884,"Sep 30, 2011"
Coyote Ugly,5.7,Comedy,David McNally,Piper Perabo,Adam Garcia,45000000,60786269,113916474,"Aug 4, 2000"
Cradle 2 the Grave,5.8,Action,Andrzej Bartkowiak,Jet Li,DMX,25000000,34657731,56434942,"Feb 28, 2003"
Crank,6.9,Action,Brian Taylor,Mark Neveldine,Amy Smart,12000000,27838408,43924923,"Sep 1, 2006"
Crash,7.8,Crime,Paul Haggis,Don Cheadle,Sandra Bullock,10000000,3357324,3357324,"Oct 4, 1996"
Crawl,6.6,Action,Alexandre Aja,Kaya Scodelario,Barry Pepper,17000000,36127089,53677089,"Jul 12, 2019"
Crazy Heart,7.2,Drama,Scott Cooper,Jeff Bridges,Maggie Gyllenhaal,8500000,39471742,47417251,"Dec 16, 2009"
Crazy Rich Asians,7,Comedy,Jon M. Chu,Constance Wu,Henry Golding,30000000,174532921,238099711,"Aug 15, 2018"
Crazy/Beautiful,6.5,Drama,John Stockwell,Kirsten Dunst,Jay Hernandez,13000000,16929123,19929123,"Jun 29, 2001"
Creed,7.6,Drama,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,37000000,109767581,173567581,"Nov 25, 2015"
Creed II,7.2,Drama,Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,50000000,115715889,213591522,"Nov 21, 2018"
Criminal,6.3,Action,Ariel Vromen,Kevin Costner,Ryan Reynolds,31500000,14708696,38771262,"Apr 15, 2016"
Criminal Activities,5.8,Crime,Jackie Earle Haley,Michael Pitt,Dan Stevens,7000000,0,386744,"Nov 20, 2015"
Crimson Peak,6.5,Drama,Guillermo del Toro,Mia Wasikowska,Jessica Chastain,55000000,31090320,74966854,"Oct 16, 2015"
Crocodile Dundee in Los Angeles,4.8,Adventure,Simon Wincer,Paul Hogan,Linda Kozlowski,25000000,25590119,39393111,"Apr 20, 2001"
Crossroads,3.5,Comedy,Tamra Davis,Britney Spears,Anson Mount,12000000,37188667,57000000,"Feb 15, 2002"
Cry Wolf,5.8,Drama,Jeff Wadlow,Julian Morris,Lindy Booth,1000000,10047674,15943081,"Sep 16, 2005"
Curious George,6.5,Animation,Matthew O'Callaghan,Will Ferrell,Drew Barrymore,50000000,58640119,71052604,"Feb 10, 2006"
Cursed,5,Comedy,Wes Craven,Christina Ricci,Jesse Eisenberg,35000000,19294901,25114901,"Feb 25, 2005"
Cyrus,6.3,Comedy,Mark Duplass,Jay Duplass,Marisa Tomei,7000000,7468936,10062896,"Jun 18, 2010"
D.E.B.S.,5.3,Action,Angela Robinson,Sara Foster,Jordana Brewster,3500000,96793,96793,"Mar 25, 2005"
Daddy Day Camp,3.1,Comedy,Fred Savage,Cuba Gooding Jr.,Lochlyn Munro,6000000,13235267,18209872,"Aug 8, 2007"
Daddy Day Care,5.5,Comedy,Steve Carr,Eddie Murphy,Jeff Garlin,60000000,104148781,164285587,"May 9, 2003"
Dallas Buyers Club,8,Biography,Jean-Marc Vallee,Matthew McConaughey,Jennifer Garner,5000000,27298285,60611845,"Nov 1, 2013"
Damsels in Distress,5.7,Comedy,Whit Stillman,Greta Gerwig,Adam Brody,3000000,1007535,1324299,"Apr 6, 2012"
Dance Flick,3.5,Action,Damien Dante Wayans,Marlon Wayans,Shawn Wayans,25000000,25794018,32224624,"May 22, 2009"
Dancer in the Dark,8,Crime,Lars von Trier,Bjork,Catherine Deneuve,12500000,4157491,45557491,"Sep 22, 2000"
Dangal,8.4,Action,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,9500000,12391761,294654618,"Dec 21, 2016"
Danny Collins,7,Biography,Dan Fogelman,Al Pacino,Annette Bening,10000000,5637066,8465845,"Mar 20, 2015"
Daredevil,5.3,Action,Mark Steven Johnson,Ben Affleck,Jennifer Garner,80000000,102543518,182782518,"Feb 14, 2003"
Dark Blue,6.6,Crime,Ron Shelton,Kurt Russell,Ving Rhames,15000000,9237470,12262065,"Feb 21, 2003"
Dark Phoenix,6,Action,Simon Kinberg,James McAvoy,Michael Fassbender,350000000,65755781,246447277,"Jun 7, 2019"
Dark Shadows,6.2,Comedy,Tim Burton,Johnny Depp,Michelle Pfeiffer,150000000,79727149,238202668,"May 11, 2012"
Dark Skies,6.3,Horror,Scott Stewart,Keri Russell,Jake Brennan,3500000,17418667,27704111,"Feb 22, 2013"
Dark Water,5.6,Drama,Walter Salles,Jennifer Connelly,Ariel Gade,60000000,25473093,49473093,"Jul 8, 2005"
Darkest Hour,7.4,Biography,Joe Wright,Gary Oldman,Lily James,30000000,56443120,150807172,"Nov 22, 2017"
Darkness,5.4,Horror,Jaume Balaguera,Anna Paquin,Lena Olin,10600000,22163442,34409206,"Dec 25, 2004"
Darkness Falls,5,Fantasy,Jonathan Liebesman,Chaney Kley,Emma Caulfield Ford,7000000,32539681,47289758,"Jan 24, 2003"
Date Movie,2.8,Comedy,Jason Friedberg,Aaron Seltzer,Adam Campbell,20000000,48548426,85146165,"Feb 17, 2006"
Date Night,6.3,Comedy,Shawn Levy,Steve Carell,Tina Fey,55000000,98711404,152269033,"Apr 9, 2010"
Dawn of the Dead,7.3,Horror,Zack Snyder,Sarah Polley,Ving Rhames,28000000,58990765,103452875,"Mar 19, 2004"
Dawn of the Planet of the Apes,7.6,Action,Matt Reeves,Gary Oldman,Keri Russell,170000000,208545589,710644566,"Jul 11, 2014"
Daybreakers,6.4,Action,Peter Spierig,Michael Spierig,Willem Dafoe,20000000,30101577,51445503,"Jan 8, 2010"
De-Lovely,6.6,Biography,Irwin Winkler,Kevin Kline,Ashley Judd,15000000,13337299,18524496,"Jun 25, 2004"
Dead Man Down,6.5,Action,Niels Arden Oplev,Colin Farrell,Noomi Rapace,30000000,10895295,19599974,"Mar 8, 2013"
Dead Man's Shoes,7.7,Crime,Shane Meadows,Paddy Considine,Gary Stretch,1125000,6408,414736,"May 12, 2006"
Dead Silence,6.2,Horror,James Wan,Ryan Kwanten,Amber Valletta,20000000,16574590,20614661,"Mar 16, 2007"
Deadfall,6.3,Crime,Stefan Ruzowitzky,Eric Bana,Olivia Wilde,6000000,66351,1673635,"Dec 7, 2012"
Deadpool,8,Action,Tim Miller,Ryan Reynolds,Morena Baccarin,58000000,363070709,801025593,"Feb 12, 2016"
Deadpool 2,7.7,Action,David Leitch,Ryan Reynolds,Josh Brolin,110000000,324591735,786680557,"May 18, 2018"
Dear Frankie,7.7,Drama,Shona Auerbach,Emily Mortimer,Jack McElhone,4600000,1340891,3099369,"Mar 4, 2005"
Dear John,6.3,Drama,Lasse Hallstrom,Channing Tatum,Amanda Seyfried,25000000,80014842,142033509,"Feb 5, 2010"
Death at a Funeral,7.4,Comedy,Frank Oz,Matthew Macfadyen,Peter Dinklage,21000000,42739347,48977233,"Apr 16, 2010"
Death at a Funeral,5.7,Comedy,Neil LaBute,Chris Rock,Martin Lawrence,21000000,42739347,48977233,"Apr 16, 2010"
Death Race,6.4,Action,Paul W.S. Anderson,Jason Statham,Joan Allen,65000000,36316032,72516819,"Aug 22, 2008"
Death Sentence,6.8,Action,James Wan,Kevin Bacon,John Goodman,20000000,9534258,16907831,"Aug 31, 2007"
Death to Smoochy,6.4,Comedy,Danny DeVito,Robin Williams,Edward Norton,50000000,8355815,8374062,"Mar 29, 2002"
Death Wish,6.4,Action,Eli Roth,Bruce Willis,Vincent D'Onofrio,30000000,34017028,48575965,"Mar 2, 2018"
Deception,6.1,Crime,Marcel Langenegger,Hugh Jackman,Ewan McGregor,25000000,4598506,12850033,"Apr 25, 2008"
Deck the Halls,4.9,Comedy,John Whitesell,Matthew Broderick,Danny DeVito,51000000,35093569,46815807,"Nov 22, 2006"
Deepwater Horizon,7.1,Action,Peter Berg,Mark Wahlberg,Kurt Russell,156000000,61433527,122603824,"Sep 30, 2016"
Defendor,6.8,Comedy,Peter Stebbings,Woody Harrelson,Kat Dennings,3750000,44462,44462,"Feb 19, 2010"
Defiance,7.2,Action,Edward Zwick,Daniel Craig,Liev Schreiber,50000000,28644813,52987754,"Jan 16, 2009"
"Definitely, Maybe",7.1,Comedy,Adam Brooks,Ryan Reynolds,Rachel Weisz,7000000,32241649,55617866,"Feb 14, 2008"
Deliver Us from Evil,6.2,Horror,Scott Derrickson,Eric Bana,Edgar Ramirez,30000000,30577122,87956618,"Jul 2, 2014"
Delivery Man,6.4,Comedy,Ken Scott,Vince Vaughn,Chris Pratt,22000000,30659817,70536870,"Nov 22, 2013"
Demonic,5.3,Horror,Will Canon,Maria Bello,Frank Grillo,3000000,0,4668109,"Oct 10, 2017"
Den of Thieves,7,Action,Christian Gudegast,Gerard Butler,Pablo Schreiber,30000000,44947622,80131391,"Jan 19, 2018"
Denial,6.7,Biography,Mick Jackson,Rachel Weisz,Tom Wilkinson,10000000,4073448,9263940,"Sep 30, 2016"
Der Baader Meinhof Komplex,7.4,Action,Uli Edel,Martina Gedeck,Moritz Bleibtreu,19700000,476270,16498827,"Aug 21, 2009"
Der Untergang,8.2,Biography,Oliver Hirschbiegel,Bruno Ganz,Alexandra Maria Lara,13500000,5501940,93631744,"Feb 18, 2005"
Derailed,6.6,Crime,Mikael Hafstrom,Clive Owen,Jennifer Aniston,22000000,36020063,57520063,"Nov 11, 2005"
Derailed,4,Action,Bob Misiorowski,Jean-Claude Van Damme,Tomas Arana,22000000,36020063,57520063,"Nov 11, 2005"
Des hommes et des dieux,7.2,Drama,Xavier Beauvois,Lambert Wilson,Michael Lonsdale,5000000,3954651,46263525,"Feb 25, 2011"
Despicable Me,7.6,Animation,Chris Renaud,Pierre Coffin,Jason Segel,69000000,251513985,543464573,"Jul 9, 2010"
Despicable Me 2,7.4,Animation,Chris Renaud,Pierre Coffin,Kristen Wiig,76000000,368065385,975216835,"Jul 3, 2013"
Despicable Me 3,6.3,Animation,Pierre Coffin,Kyle Balda,Kristen Wiig,75000000,264624300,1034727750,"Jun 30, 2017"
Destroyer,6.2,Action,Karyn Kusama,Nicole Kidman,Toby Kebbell,9000000,1533324,3681096,"Dec 25, 2018"
Detention,5.7,Comedy,Joseph Kahn,Josh Hutcherson,Shanley Caswell,10000000,0,0,"Apr 13, 2012"
Deuce Bigalow: European Gigolo,4.7,Comedy,Mike Bigelow,Rob Schneider,Eddie Griffin,22000000,22400154,45273464,"Aug 12, 2005"
Deuces Wild,5.6,Action,Scott Kalvert,Stephen Dorff,Brad Renfro,10000000,6044618,6244618,"May 3, 2002"
Devil,6.2,Horror,John Erick Dowdle,Chris Messina,Caroline Dhavernas,10000000,33679655,63354114,"Sep 17, 2010"
Devil's Due,4.1,Horror,Tyler Gillett,Matt Bettinelli-Olpin,Zach Gilford,7000000,15821461,36146087,"Jan 17, 2014"
Dheepan,7.2,Crime,Jacques Audiard,Jesuthasan Antonythasan,Kalieaswari Srinivasan,9000000,248795,7704357,"May 6, 2016"
Diary of a Mad Black Woman,5.7,Comedy,Darren Grant,Kimberly Elise,Steve Harris,5500000,50406346,50458356,"Feb 25, 2005"
Diary of a Wimpy Kid,6.2,Comedy,Thor Freudenthal,Zachary Gordon,Robert Capron,15000000,64003625,76954311,"Mar 19, 2010"
Diary of a Wimpy Kid: Dog Days,6.3,Comedy,David Bowers,Zachary Gordon,Robert Capron,22000000,49008662,77229695,"Aug 3, 2012"
Diary of a Wimpy Kid: Rodrick Rules,6.5,Comedy,David Bowers,Zachary Gordon,Devon Bostick,18000000,52698535,73695194,"Mar 25, 2011"
Diary of a Wimpy Kid: The Long Haul,4.4,Comedy,David Bowers,Jason Drucker,Alicia Silverstone,22000000,20738724,35609577,"May 19, 2017"
Diary of the Dead,5.6,Fantasy,George A. Romero,Michelle Morgan,Joshua Close,2750000,952620,5394447,"Feb 15, 2008"
Dickie Roberts: Former Child Star,5.6,Comedy,Sam Weisman,David Spade,Mary McCormack,17000000,22734486,23734486,"Sep 5, 2003"
Did You Hear About the Morgans?,4.8,Comedy,Marc Lawrence,Hugh Grant,Sarah Jessica Parker,58000000,29580087,80480566,"Dec 18, 2009"
Die Another Day,6.1,Action,Lee Tamahori,Pierce Brosnan,Halle Berry,142000000,160942139,431942139,"Nov 22, 2002"
Die Welle,7.6,Drama,Dennis Gansel,J��__rgen Vogel,Frederick Lau,7250000,0,35122948,"May 27, 2011"
Digimon: The Movie,6,Animation,Shigeyasu Yamauchi,Mamoru Hosoda,Joshua Seth,5000000,9628751,16628751,"Oct 6, 2000"
Dinner for Schmucks,5.9,Comedy,Jay Roach,Steve Carell,Paul Rudd,69000000,73026337,86796502,"Jul 30, 2010"
Dinosaur,6.5,Animation,Ralph Zondag,Eric Leighton,Julianna Margulies,127500000,137748063,356148063,"May 19, 2000"
Dirty Grandpa,5.9,Comedy,Dan Mazer,Robert De Niro,Zac Efron,11500000,35593113,105078449,"Jan 22, 2016"
Dirty Pretty Things,7.3,Crime,Stephen Frears,Chiwetel Ejiofor,Audrey Tautou,10000000,8112414,14156753,"Jul 18, 2003"
Disaster Movie,1.9,Comedy,Aaron Seltzer,Jason Friedberg,Vanessa Lachey,20000000,14190901,36720752,"Aug 29, 2008"
District 9,7.9,Action,Neill Blomkamp,Sharlto Copley,David James,30000000,115646235,212453431,"Aug 14, 2009"
Disturbia,6.9,Crime,D.J. Caruso,Shia LaBeouf,David Morse,20000000,80818974,118537627,"Apr 13, 2007"
Divergent,6.7,Action,Neil Burger,Shailene Woodley,Theo James,85000000,150947895,276014965,"Mar 21, 2014"
Django Unchained,8.4,Drama,Quentin Tarantino,Jamie Foxx,Christoph Waltz,100000000,162805434,449948323,"Dec 25, 2012"
Do You Believe?,6.1,Drama,Jon Gunn,Mira Sorvino,Sean Astin,2300000,12985600,14304931,"Mar 20, 2015"
