Muppets Most Wanted,6.4,Adventure,James Bobin,Ricky Gervais,Ty Burrell,55000000,51178893,79312301,"Mar 21, 2014"
Murder by Numbers,6.2,Crime,Barbet Schroeder,Sandra Bullock,Ben Chaplin,50000000,31874869,56643267,"Apr 19, 2002"
Murder on the Orient Express,6.5,Crime,Kenneth Branagh,Kenneth Branagh,Penelope Cruz,55000000,102826543,345922730,"Nov 10, 2017"
Music and Lyrics,6.5,Comedy,Marc Lawrence,Hugh Grant,Drew Barrymore,40000000,50572589,146196885,"Feb 14, 2007"
Must Love Dogs,5.9,Comedy,Gary David Goldberg,Diane Lane,John Cusack,35000000,43894863,58405313,"Jul 29, 2005"
My All-American,7.2,Biography,Angelo Pizzo,Aaron Eckhart,Finn Wittrock,20000000,2246000,2246000,"Nov 13, 2015"
My Best Friend's Girl,5.9,Comedy,Howard Deutch,Kate Hudson,Dane Cook,20000000,19219250,34787111,"Sep 19, 2008"
My Big Fat Greek Wedding,6.6,Comedy,Joel Zwick,Nia Vardalos,John Corbett,5000000,241438208,374890034,"Apr 19, 2002"
My Big Fat Greek Wedding 2,6,Comedy,Kirk Jones,Nia Vardalos,John Corbett,18000000,59689605,92096558,"Mar 25, 2016"
My Bloody Valentine,5.4,Horror,Patrick Lussier,Jensen Ackles,Jaime King,14000000,51545952,102836002,"Jan 16, 2009"
My Blueberry Nights,6.7,Drama,Kar-Wai Wong,Norah Jones,Jude Law,10000000,866778,22198996,"Apr 4, 2008"
My Boss's Daughter,4.7,Comedy,David Zucker,Ashton Kutcher,Tara Reid,14000000,15549702,15549702,"Aug 22, 2003"
My Dog Skip,7,Comedy,Jay Russell,Frankie Muniz,Kevin Bacon,7000000,34099640,35795319,"Jan 12, 2000"
My Life in Ruins,5.9,Comedy,Donald Petrie,Nia Vardalos,Richard Dreyfuss,17000000,8677425,20477425,"Jun 5, 2009"
My Life Without Me,7.5,Drama,Isabel Coixet,Sarah Polley,Scott Speedman,2500000,432360,12267275,"Sep 26, 2003"
My Name Is Khan,8,Drama,Karan Johar,Shah Rukh Khan,Kajol,8470000,4046336,42355526,"Feb 12, 2010"
My Sister's Keeper,7.4,Drama,Nick Cassavetes,Cameron Diaz,Abigail Breslin,27500000,49200230,96673002,"Jun 26, 2009"
My Soul to Take,4.8,Horror,Wes Craven,Max Thieriot,John Magaro,25000000,14744435,16727470,"Oct 8, 2010"
My Summer of Love,6.8,Drama,Pawel Pawlikowski,Natalie Press,Emily Blunt,1700000,1000915,4727375,"Jun 17, 2005"
My Super Ex-Girlfriend,5.1,Comedy,Ivan Reitman,Uma Thurman,Luke Wilson,30000000,22530295,60772856,"Jul 21, 2006"
My Week with Marilyn,7,Biography,Simon Curtis,Michelle Williams,Eddie Redmayne,10000000,14597405,34240572,"Nov 23, 2011"
Mystic River,8,Crime,Clint Eastwood,Sean Penn,Tim Robbins,30000000,90135191,156822020,"Oct 8, 2003"
Nacho Libre,5.7,Comedy,Jared Hess,Jack Black,Ana de la Reguera,32000000,80197993,99296462,"Jun 16, 2006"
Nancy Drew,5.9,Comedy,Andrew Fleming,Emma Roberts,Tate Donovan,20000000,25584685,30703845,"Jun 15, 2007"
Nanny McPhee,6.5,Comedy,Kirk Jones,Emma Thompson,Colin Firth,25000000,47279279,128745578,"Jan 27, 2006"
Nanny McPhee and the Big Bang,6.1,Comedy,Susanna White,Emma Thompson,Maggie Gyllenhaal,35000000,29197642,97799865,"Aug 20, 2010"
Napoleon Dynamite,6.9,Comedy,Jared Hess,Jon Heder,Efren Ramirez,400000,44540956,46122713,"Jun 11, 2004"
Narc,7.2,Crime,Joe Carnahan,Ray Liotta,Jason Patric,7500000,10465659,11843260,"Dec 20, 2002"
National Treasure,6.9,Action,Jon Turteltaub,Nicolas Cage,Diane Kruger,100000000,173005002,331323410,"Nov 19, 2004"
Nebraska,7.7,Adventure,Alexander Payne,Bruce Dern,Will Forte,12000000,17654912,24761360,"Nov 15, 2013"
Need for Speed,6.5,Action,Scott Waugh,Aaron Paul,Dominic Cooper,66000000,43568507,194169619,"Mar 14, 2014"
Neighbors,6.3,Comedy,Nicholas Stoller,Seth Rogen,Rose Byrne,18000000,150086800,270944428,"May 9, 2014"
Neighbors 2: Sorority Rising,5.7,Comedy,Nicholas Stoller,Seth Rogen,Rose Byrne,35000000,55340730,108757621,"May 20, 2016"
Nerve,6.5,Action,Ariel Schulman,Henry Joost,Dave Franco,20000000,38583626,70652284,"Jul 27, 2016"
Never Back Down,6.6,Action,Jeff Wadlow,Sean Faris,Djimon Hounsou,21000000,24850922,39319801,"Mar 14, 2008"
Never Let Me Go,7.1,Drama,Mark Romanek,Keira Knightley,Carey Mulligan,15000000,2434652,11173718,"Sep 15, 2010"
New in Town,5.6,Comedy,Jonas Elmer,Renee Zellweger,Harry Connick Jr.,8000000,16734283,29937909,"Jan 30, 2009"
New York Minute,4.9,Comedy,Dennie Gordon,Mary-Kate Olsen,Ashley Olsen,40000000,14018364,21215882,"May 7, 2004"
Next,6.2,Action,Lee Tamahori,Nicolas Cage,Julianne Moore,70000000,18211013,73591500,"Apr 27, 2007"
Next Day Air,5.8,Action,Benny Boom,Yasiin Bey,Mike Epps,3000000,10027047,10172519,"May 8, 2009"
Next Friday,6.1,Comedy,Steve Carr,Ice Cube,Mike Epps,9500000,57176582,59675307,"Jan 12, 2000"
Nicholas Nickleby,7.2,Adventure,Douglas McGrath,Charlie Hunnam,Jamie Bell,10000000,1562800,1562800,"Dec 27, 2002"
Nick and Norah's Infinite Playlist,6.7,Comedy,Peter Sollett,Michael Cera,Kat Dennings,10000000,31487293,33886017,"Oct 3, 2008"
Night at the Museum,6.4,Adventure,Shawn Levy,Ben Stiller,Carla Gugino,110000000,250863268,579446407,"Dec 22, 2006"
Night at the Museum: Battle of the Smithsonian,6,Adventure,Shawn Levy,Ben Stiller,Owen Wilson,150000000,177243721,402231063,"May 22, 2009"
Night at the Museum: Secret of the Tomb,6.2,Adventure,Shawn Levy,Ben Stiller,Robin Williams,127000000,113746621,353756621,"Dec 19, 2014"
Night School,5.6,Comedy,Malcolm D. Lee,Kevin Hart,Tiffany Haddish,29000000,77339130,103008792,"Sep 28, 2018"
Nightcrawler,7.9,Crime,Dan Gilroy,Jake Gyllenhaal,Rene Russo,8500000,32381218,50334418,"Oct 31, 2014"
Nim's Island,6,Adventure,Mark Levin,Jennifer Flackett,Gerard Butler,37000000,48006762,101857425,"Apr 4, 2008"
Nine,5.8,Drama,Rob Marshall,Daniel Day-Lewis,Marion Cotillard,80000000,19676965,53508858,"Dec 18, 2009"
Nine Dead,5.5,Crime,Chris Shadley,Melissa Joan Hart,William Lee Scott,2000000,0,0,"Dec 31, 2009"
Ninja Assassin,6.4,Action,James McTeigue,Rain,Rick Yune,50000000,38122883,62209892,"Nov 25, 2009"
No Country for Old Men,8.1,Crime,Joel Coen,Ethan Coen,Javier Bardem,25000000,74273505,164035753,"Nov 9, 2007"
No Escape,6.8,Action,John Erick Dowdle,Lake Bell,Pierce Brosnan,5000000,27288872,42844516,"Aug 26, 2015"
No Good Deed,5.6,Action,Sam Miller,Taraji P. Henson,Idris Elba,13200000,52543632,54323210,"Sep 12, 2014"
No Good Deed,5.5,Action,Bob Rafelson,Samuel L. Jackson,Milla Jovovich,13200000,52543632,54323210,"Sep 12, 2014"
No Man's Land,7.9,Drama,Danis Tanovic,Branko Djuric,Rene Bitorajac,1000000,1067481,2684207,"Dec 7, 2001"
No Reservations,6.3,Comedy,Scott Hicks,Catherine Zeta-Jones,Aaron Eckhart,28000000,43107979,91943956,"Jul 27, 2007"
No se aceptan devoluciones,7.6,Comedy,Eugenio Derbez,Eugenio Derbez,Karla Souza,5000000,44467206,100486616,"Aug 30, 2013"
No Strings Attached,6.2,Comedy,Ivan Reitman,Natalie Portman,Ashton Kutcher,25000000,70662220,149228078,"Jan 21, 2011"
Noah,5.8,Action,Darren Aronofsky,Russell Crowe,Jennifer Connelly,130000000,101200044,352831065,"Mar 28, 2014"
Nochnoy dozor,6.5,Action,Timur Bekmambetov,Konstantin Khabenskiy,Vladimir Menshov,4200000,1502188,33913542,"Feb 17, 2006"
Nocturnal Animals,7.5,Drama,Tom Ford,Amy Adams,Jake Gyllenhaal,22500000,10663357,32398681,"Nov 18, 2016"
Non-Stop,7,Action,Jaume Collet-Serra,Liam Neeson,Julianne Moore,50000000,91742160,222383055,"Feb 28, 2014"
Norm of the North,3.5,Animation,Trevor Wall,Rob Schneider,Heather Graham,18000000,17062499,30535660,"Jan 15, 2016"
North Country,7.3,Drama,Niki Caro,Charlize Theron,Jeremy Renner,30000000,18324242,23676771,"Oct 21, 2005"
Northfork,6.3,Drama,Michael Polish,Duel Farnes,Nick Nolte,1900000,1420578,1445140,"Jul 11, 2003"
Not Another Teen Movie,5.7,Comedy,Joel Gallen,Chyler Leigh,Jaime Pressly,15000000,37882551,62401343,"Dec 14, 2001"
Not Cool,4.4,Comedy,Shane Dawson,Shane Dawson,Cherami Leigh,800000,35688,35688,"Sep 19, 2014"
Notes on a Scandal,7.4,Crime,Richard Eyre,Cate Blanchett,Judi Dench,27500000,17510118,50578411,"Dec 25, 2006"
Notorious,6.7,Biography,George Tillman Jr.,Jamal Woolard,Anthony Mackie,19000000,36843682,44972183,"Jan 16, 2009"
Novocaine,5.8,Comedy,David Atkins,Steve Martin,Helena Bonham Carter,6000000,2025238,2522928,"Nov 16, 2001"
Now Is Good,7.1,Drama,Ol Parker,Dakota Fanning,Josef Altin,500000,0,2141436,"Jan 8, 2013"
Now You See Me,7.3,Crime,Louis Leterrier,Jesse Eisenberg,Common,75000000,117723989,342769200,"May 31, 2013"
Now You See Me 2,6.5,Action,Jon M. Chu,Jesse Eisenberg,Mark Ruffalo,90000000,65075540,328325007,"Jun 10, 2016"
Nowhere Boy,7.1,Biography,Sam Taylor-Johnson,Aaron Taylor-Johnson,Kristin Scott Thomas,1900000,1445366,7785229,"Oct 8, 2010"
Nueve reinas,7.9,Crime,Fabian Bielinsky,Ricardo Darin,Gastan Pauls,1500000,1222889,12412889,"Apr 19, 2002"
Nurse Betty,6.2,Comedy,Neil LaBute,Renee Zellweger,Morgan Freeman,24000000,25170054,27732366,"Sep 8, 2000"
Nutty Professor II: The Klumps,4.4,Comedy,Peter Segal,Eddie Murphy,Janet Jackson,84000000,123307945,166307945,"Jul 28, 2000"
"O Brother, Where Art Thou?",7.7,Adventure,Ethan Coen,Joel Coen,John Turturro,26000000,45506619,75763814,"Dec 22, 2000"
Oblivion,7,Action,Joseph Kosinski,Tom Cruise,Morgan Freeman,120000000,89107235,287916633,"Apr 19, 2013"
Observe and Report,5.8,Comedy,Jody Hill,Seth Rogen,Anna Faris,18000000,24007324,27148898,"Apr 10, 2009"
Obsessed,4.9,Drama,Steve Shill,Beyonce,Idris Elba,20000000,68261644,73964713,"Apr 24, 2009"
Obvious Child,6.8,Comedy,Gillian Robespierre,Jenny Slate,Jake Lacy,1000000,3122616,3324070,"Jun 6, 2014"
Ocean's Eleven,7.8,Crime,Steven Soderbergh,George Clooney,Brad Pitt,85000000,183417150,450728529,"Dec 7, 2001"
Ocean's Thirteen,6.9,Crime,Steven Soderbergh,George Clooney,Brad Pitt,85000000,117144465,311744465,"Jun 8, 2007"
Ocean's Twelve,6.5,Crime,Steven Soderbergh,George Clooney,Brad Pitt,110000000,125531634,362989076,"Dec 10, 2004"
Oculus,6.5,Horror,Mike Flanagan,Karen Gillan,Brenton Thwaites,5000000,27695246,44115496,"Apr 11, 2014"
Office Christmas Party,5.8,Comedy,Will Speck,Josh Gordon,Olivia Munn,45000000,54767494,91323299,"Dec 9, 2016"
Old Dogs,5.4,Comedy,Walt Becker,Robin Williams,John Travolta,35000000,49492060,95104304,"Nov 25, 2009"
Old School,7.1,Comedy,Todd Phillips,Luke Wilson,Vince Vaughn,24000000,75155000,86765463,"Feb 21, 2003"
Oldboy,5.8,Action,Spike Lee,Josh Brolin,Elizabeth Olsen,3000000,707391,6239723,"Mar 25, 2005"
Oliver Twist,6.8,Crime,Roman Polanski,Barney Clark,Ben Kingsley,65000000,2070920,26670920,"Sep 23, 2005"
Olympus Has Fallen,6.5,Action,Antoine Fuqua,Gerard Butler,Aaron Eckhart,70000000,98927592,172878928,"Mar 22, 2013"
On the Basis of Sex,6.9,Biography,Mimi Leder,Felicity Jones,Armie Hammer,20000000,24622687,38803610,"Dec 25, 2018"
On the Road,6.1,Adventure,Walter Salles,Sam Riley,Garrett Hedlund,25000000,720828,9313302,"Mar 22, 2013"
Once,7.8,Drama,John Carney,Glen Hansard,Marketa Irglova,150000,9445857,23323631,"May 16, 2007"
Once Upon a Time in Mexico,6.4,Action,Robert Rodriguez,Antonio Banderas,Salma Hayek,29000000,56330657,97413527,"Sep 12, 2003"
Ondine,6.8,Drama,Neil Jordan,Colin Farrell,Alicja Bachleda,12000000,550472,557545,"Jun 4, 2010"
One Day,7,Drama,Lone Scherfig,Anne Hathaway,Jim Sturgess,15000000,13843771,59168692,"Aug 19, 2011"
One for the Money,5.3,Action,Julie Anne Robinson,Katherine Heigl,Jason O'Mara,42000000,26414527,36197221,"Jan 27, 2012"
One Hour Photo,6.8,Drama,Mark Romanek,Robin Williams,Connie Nielsen,12000000,31597131,52223306,"Aug 21, 2002"
One Missed Call,4,Horror,Eric Valette,Edward Burns,Shannyn Sossamon,20000000,26890041,44513466,"Jan 4, 2008"
One Night with the King,6.2,Biography,Michael O. Sajbel,Tiffany Dupont,Luke Goss,20000000,13395961,13725032,"Oct 13, 2006"
Ong-bak,7.2,Action,Prachya Pinkaew,Tony Jaa,Petchtai Wongkamlao,1100000,4563167,24062965,"Feb 11, 2005"
Only God Forgives,5.7,Crime,Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,4800000,775849,4494560,"Jul 19, 2013"
Only the Brave,7.7,Action,Joseph Kosinski,Josh Brolin,Miles Teller,38000000,18340051,24555177,"Oct 20, 2017"
Open Range,7.4,Action,Kevin Costner,Kevin Costner,Robert Duvall,26000000,58331254,68613992,"Aug 15, 2003"
Open Season,6.1,Animation,Jill Culton,Roger Allers,Martin Lawrence,85000000,85105259,191932158,"Sep 29, 2006"
Open Water,5.7,Adventure,Chris Kentis,Blanchard Ryan,Daniel Travis,500000,30500882,55518641,"Aug 6, 2004"
Orange County,6.2,Comedy,Jake Kasdan,Colin Hanks,Jack Black,18000000,41059716,43308707,"Jan 11, 2002"
Original Sin,6.1,Drama,Michael Cristofer,Antonio Banderas,Angelina Jolie,26000000,16521410,16521410,"Aug 3, 2001"
Orphan,7,Horror,Jaume Collet-Serra,Vera Farmiga,Peter Sarsgaard,20000000,41596251,78769428,"Jul 24, 2009"
Osmosis Jones,6.3,Animation,Peter Farrelly,Bobby Farrelly,Chris Rock,70000000,13596911,13596911,"Aug 10, 2001"
Ouija,4.5,Horror,Stiles White,Olivia Cooke,Ana Coto,5000000,50856010,103300632,"Oct 24, 2014"
Ouija: Origin of Evil,6.1,Drama,Mike Flanagan,Elizabeth Reaser,Lulu Wilson,9000000,35144505,81831866,"Oct 21, 2016"
Our Brand Is Crisis,6.1,Comedy,David Gordon Green,Sandra Bullock,Billy Bob Thornton,28000000,7002261,8594558,"Oct 30, 2015"
Our Family Wedding,5,Comedy,Rick Famuyiwa,America Ferrera,Forest Whitaker,14000000,20255281,21410546,"Mar 12, 2010"
Our Idiot Brother,6.4,Comedy,Jesse Peretz,Paul Rudd,Elizabeth Banks,5000000,24814830,25861249,"Aug 26, 2011"
Out Cold,6.3,Comedy,Emmett Malloy,Brendan Malloy,David Denman,11000000,13906394,14786394,"Nov 21, 2001"
Out of the Furnace,6.8,Action,Scott Cooper,Christian Bale,Casey Affleck,22000000,11330849,15434375,"Dec 4, 2013"
Out of Time,6.5,Crime,Carl Franklin,Denzel Washington,Sanaa Lathan,50000000,41083108,55489826,"Oct 3, 2003"
Outlander,6.2,Action,Howard McCain,Jim Caviezel,Sophia Myles,50000000,166003,1250617,"Jan 23, 2009"
Over Her Dead Body,5.2,Comedy,Jeff Lowell,Eva Longoria,Paul Rudd,10000000,7570127,21596074,"Feb 1, 2008"
Over the Hedge,6.7,Animation,Karey Kirkpatrick,Tim Johnson,Garry Shandling,80000000,155019340,343397247,"May 19, 2006"
Overboard,6,Comedy,Rob Greenberg,Eugenio Derbez,Anna Faris,12000000,50316123,85369830,"May 4, 2018"
Oz the Great and Powerful,6.3,Adventure,Sam Raimi,James Franco,Michelle Williams,200000000,234770996,490359051,"Mar 8, 2013"
P.S. I Love You,7,Comedy,Richard LaGravenese,Hilary Swank,Gerard Butler,30000000,53695808,155769678,"Dec 21, 2007"
Pacific Rim,6.9,Action,Guillermo del Toro,Idris Elba,Charlie Hunnam,190000000,101802906,411002906,"Jul 12, 2013"
Pacific Rim: Uprising,5.6,Action,Steven S. DeKnight,John Boyega,Scott Eastwood,155000000,59874525,290930148,"Mar 23, 2018"
Paddington,7.2,Adventure,Paul King,Hugh Bonneville,Sally Hawkins,55000000,76223578,258789097,"Jan 16, 2015"
Pain & Gain,6.4,Action,Michael Bay,Mark Wahlberg,Dwayne Johnson,26000000,49875291,81275291,"Apr 26, 2013"
Palo Alto,6.2,Drama,Gia Coppola,Emma Roberts,James Franco,1000000,767732,1156309,"May 9, 2014"
Pan,5.8,Adventure,Joe Wright,Levi Miller,Hugh Jackman,150000000,35088320,151525973,"Oct 9, 2015"
Pandorum,6.8,Action,Christian Alvart,Dennis Quaid,Ben Foster,40000000,10330853,17033431,"Sep 25, 2009"
Panic Room,6.8,Crime,David Fincher,Jodie Foster,Kristen Stewart,48000000,95308367,196308367,"Mar 29, 2002"
Paparazzi,5.8,Action,Paul Abascal,Cole Hauser,Robin Tunney,20000000,15712072,16612072,"Sep 3, 2004"
Paper Towns,6.3,Comedy,Jake Schreier,Nat Wolff,Cara Delevingne,12000000,32000304,85450484,"Jul 24, 2015"
Paranoia,5.7,Drama,Robert Luketic,Liam Hemsworth,Gary Oldman,40000000,7388654,16340767,"Aug 16, 2013"
Paranormal Activity,6.3,Horror,Oren Peli,Katie Featherston,Micah Sloat,450000,107918810,194183034,"Sep 25, 2009"
Paranormal Activity 2,5.7,Horror,Tod Williams,Katie Featherston,Micah Sloat,3000000,84752907,177512032,"Oct 20, 2010"
Paranormal Activity 3,5.8,Horror,Ariel Schulman,Henry Joost,Jessica Tyler Brown,5000000,104028807,207039844,"Oct 21, 2011"
Paranormal Activity 4,4.6,Horror,Ariel Schulman,Henry Joost,Katie Featherston,5000000,53900335,142817992,"Oct 19, 2012"
Paranormal Activity: The Ghost Dimension,4.6,Horror,Gregory Plotkin,Chris J. Murray,Brit Shaw,10000000,18297124,77959374,"Oct 23, 2015"
Paranormal Activity: The Marked Ones,5,Horror,Christopher Landon,Andrew Jacobs,Jorge Diaz,5000000,32462372,90904854,"Jan 3, 2014"
ParaNorman,7,Animation,Sam Fell,Chris Butler,Anna Kendrick,60000000,56003051,108119662,"Aug 17, 2012"
Parental Guidance,6,Comedy,Andy Fickman,Billy Crystal,Bette Midler,25000000,77267296,120832383,"Dec 25, 2012"
"Paris, je t'aime",7.3,Comedy,Frederic Auburtin,Olivier Assayas,Gurinder Chadha,13000000,4857374,5175088,"May 4, 2007"
Parker,6.2,Action,Taylor Hackford,Jason Statham,Jennifer Lopez,35000000,17616641,48543388,"Jan 25, 2013"
Parkland,6.3,Drama,Peter Landesman,Zac Efron,Tom Welling,10000000,641439,1616353,"Oct 4, 2013"
Party Monster,6.3,Biography,Randy Barbato,Fenton Bailey,Wilson Cruz,5000000,742898,894030,"Aug 29, 2003"
Passchendaele,6.5,Drama,Paul Gross,Paul Gross,Michael Greyeyes,20000000,4452423,4453327,"Oct 24, 2008"
Passengers,7,Drama,Morten Tyldum,Jennifer Lawrence,Chris Pratt,110000000,100014699,302239672,"Dec 21, 2016"
Passengers,5.9,Drama,Rodrigo Garcia,Anne Hathaway,Patrick Wilson,110000000,100014699,302239672,"Dec 21, 2016"
Paterson,7.4,Comedy,Jim Jarmusch,Adam Driver,Golshifteh Farahani,5000000,2141423,10727536,"Dec 28, 2016"
Pathology,6,Crime,Marc Scholermann,Alyssa Milano,Milo Ventimiglia,8000000,109045,3270974,"Apr 18, 2008"
Patriots Day,7.4,Action,Peter Berg,Mark Wahlberg,Michelle Monaghan,40000000,31886361,52837989,"Dec 21, 2016"
Patti Cake$,6.8,Drama,Geremy Jasper,Sahr Ngaujah,Danielle Macdonald,1000000,800148,1471090,"Aug 18, 2017"
Paul,7,Adventure,Greg Mottola,Simon Pegg,Nick Frost,40000000,37412945,101162106,"Mar 18, 2011"
Paul Blart: Mall Cop,5.2,Action,Steve Carr,Kevin James,Keir O'Donnell,26000000,146336178,185904750,"Jan 16, 2009"
Paul Blart: Mall Cop 2,4.4,Action,Andy Fickman,Kevin James,Raini Rodriguez,38000000,71091594,107650646,"Apr 17, 2015"
"Paul, Apostle of Christ",6.6,Adventure,Andrew Hyatt,Jim Caviezel,James Faulkner,5000000,17547999,25529498,"Mar 23, 2018"
Pay It Forward,7.2,Drama,Mimi Leder,Kevin Spacey,Haley Joel Osment,40000000,33508922,55696705,"Oct 20, 2000"
Paycheck,6.3,Action,John Woo,Ben Affleck,Aaron Eckhart,60000000,53789313,98819789,"Dec 25, 2003"
Peaceful Warrior,7.3,Drama,Victor Salva,Scott Mechlowicz,Nick Nolte,10000000,2893666,3260179,"Jun 2, 2006"
Pearl Harbor,6.2,Action,Michael Bay,Ben Affleck,Kate Beckinsale,151500000,198539855,449239855,"May 25, 2001"
Penguins of Madagascar,6.7,Animation,Simon J. Smith,Eric Darnell,Chris Miller,132000000,83350911,366942531,"Nov 26, 2014"
People I Know,5.5,Crime,Daniel Algrant,Al Pacino,Tea Leoni,20000000,121972,5694213,"Apr 25, 2003"
People Like Us,7.1,Comedy,Alex Kurtzman,Chris Pine,Elizabeth Banks,16000000,12431792,12617472,"Jun 29, 2012"
Peppermint,6.5,Action,Pierre Morel,Jennifer Garner,John Gallagher Jr.,25000000,35418723,51800758,"Sep 7, 2018"
Percy Jackson & the Olympians: The Lightning Thief,5.9,Adventure,Chris Columbus,Logan Lerman,Kevin McKidd,95000000,88768303,223050874,"Feb 12, 2010"
Percy Jackson: Sea of Monsters,5.8,Adventure,Thor Freudenthal,Logan Lerman,Alexandra Daddario,90000000,68559554,200859554,"Aug 7, 2013"
Perfectos desconocidos,7,Comedy,ilex de la Iglesia,Belen Rueda,Eduard Fernandez,4000000,0,31166312,"Dec 31, 2017"
Perfume: The Story of a Murderer,7.5,Crime,Tom Tykwer,Ben Whishaw,Dustin Hoffman,63700000,2223293,133603463,"Dec 27, 2006"
Persepolis,8,Animation,Marjane Satrapi,Vincent Paronnaud,Catherine Deneuve,7300000,4443403,25397187,"Dec 25, 2007"
Pet Sematary,5.8,Horror,Dennis Widmyer,Kevin Kolsch,Amy Seimetz,21000000,54724696,109501146,"Apr 5, 2019"
Peter Pan,6.8,Adventure,P.J. Hogan,Jeremy Sumpter,Jason Isaacs,100000000,48417850,95255485,"Dec 25, 2003"
Peter Rabbit,6.5,Animation,Will Gluck,James Corden,Fayssal Bazzi,50000000,115234093,347132280,"Feb 9, 2018"
Phantom,5.9,Drama,Todd Robinson,Ed Harris,Julian Adams,18000000,1034589,1199510,"Mar 1, 2013"
Phantom Thread,7.5,Drama,Paul Thomas Anderson,Vicky Krieps,Daniel Day-Lewis,35000000,21198205,47410406,"Dec 25, 2017"
Phat Girlz,3.1,Comedy,Nnegest Likke,Mo'Nique,Kendra C. Johnson,3000000,7061128,7301115,"Apr 7, 2006"
Philomena,7.6,Biography,Stephen Frears,Judi Dench,Steve Coogan,12000000,37709979,98963392,"Nov 22, 2013"
Phone Booth,7.1,Crime,Joel Schumacher,Colin Farrell,Kiefer Sutherland,11000000,46566212,97837138,"Apr 4, 2003"
Pieces of April,7,Comedy,Peter Hedges,Katie Holmes,Oliver Platt,300000,2528664,3571253,"Oct 17, 2003"
Pineapple Express,7,Action,David Gordon Green,Seth Rogen,James Franco,26000000,87341380,102404019,"Aug 6, 2008"
Pinocchio,4.3,Comedy,Roberto Benigni,Roberto Benigni,Nicoletta Braschi,45000000,3681811,31681811,"Dec 25, 2002"
Piranha 3D,5.4,Comedy,Alexandre Aja,Elisabeth Shue,Jerry O'Connell,24000000,25003155,83660160,"Aug 20, 2010"
Pirates of the Caribbean: Dead Men Tell No Tales,6.6,Action,Espen Sandberg,Joachim R��_��_nning,Geoffrey Rush,230000000,172558876,788241137,"May 26, 2017"
Pirates of the Caribbean: On Stranger Tides,6.6,Action,Rob Marshall,Johnny Depp,Penelope Cruz,410600000,241063875,1045663875,"May 20, 2011"
Pirates of the Caribbean: The Curse of the Black Pearl,8,Action,Gore Verbinski,Johnny Depp,Geoffrey Rush,140000000,305411224,634954103,"Jul 9, 2003"
Pitch Black,7.1,Horror,David Twohy,Radha Mitchell,Cole Hauser,23000000,39235088,53182088,"Feb 18, 2000"
Pitch Perfect,7.2,Comedy,Jason Moore,Anna Kendrick,Brittany Snow,17000000,65001093,116044347,"Sep 28, 2012"
Pitch Perfect 2,6.4,Comedy,Elizabeth Banks,Anna Kendrick,Rebel Wilson,29000000,184296230,287625468,"May 15, 2015"
Pitch Perfect 3,5.8,Comedy,Trish Sie,Anna Kendrick,Rebel Wilson,45000000,104897530,185736412,"Dec 22, 2017"
Pixels,5.6,Action,Chris Columbus,Adam Sandler,Kevin James,90000000,78765986,244041804,"Jul 24, 2015"
Planet 51,6,Animation,Javier Abad,Jorge Blanco,Seann William Scott,60000000,42194060,108996113,"Nov 20, 2009"
Planet of the Apes,5.7,Action,Tim Burton,Mark Wahlberg,Helena Bonham Carter,100000000,180011740,362211740,"Jul 27, 2001"
Plastic,6,Action,Julian Gilbey,Ed Speleers,Will Poulter,10000000,0,575371,"Sep 26, 2014"
Playing for Keeps,5.7,Comedy,Gabriele Muccino,Gerard Butler,Jessica Biel,35000000,2000000,2000000,"Oct 3, 1986"
Point Blank,5.6,Action,Joe Lynch,Frank Grillo,Stuart F. Wilson,3000000,0,0,"Sep 18, 1967"
Point Break,5.3,Action,Ericson Core,Edgar Ramirez,Luke Bracey,100000000,28782481,126704591,"Dec 25, 2015"
Polisse,7.3,Crime,Ma��_��_wenn,Karin Viard,Joey Starr,8900000,176988,22744132,"May 18, 2012"
Pollock,7,Biography,Ed Harris,Ed Harris,Marcia Gay Harden,6000000,8596914,10557291,"Dec 15, 2000"
Poltergeist,4.9,Horror,Gil Kenan,Sam Rockwell,Rosemarie DeWitt,35000000,47425125,95713069,"May 22, 2015"
Polytechnique,7.2,Crime,Denis Villeneuve,Maxim Gaudette,Sebastien Huberdeau,6000000,1418304,1418304,"Feb 6, 2009"
Pompeii,5.5,Action,Paul W.S. Anderson,Kit Harington,Emily Browning,80000000,23169033,108469033,"Feb 21, 2014"
Pooh's Heffalump Movie,6.4,Animation,Frank Nissen,Jim Cummings,Brenda Blethyn,20000000,18098433,55686944,"Feb 11, 2005"
Poolhall Junkies,6.9,Comedy,Mars Callahan,Mars Callahan,Chazz Palminteri,4000000,563711,563711,"Feb 28, 2003"
Pootie Tang,5.3,Action,Louis C.K.,Chris Rock,Lance Crouther,3500000,3293258,3293258,"Jun 29, 2001"
Popstar: Never Stop Never Stopping,6.7,Comedy,Jorma Taccone,Akiva Schaffer,Jorma Taccone,20000000,9496130,9537120,"Jun 3, 2016"
Poseidon,5.6,Action,Wolfgang Petersen,Richard Dreyfuss,Kurt Russell,160000000,60674817,181674817,"May 12, 2006"
Possession,6.4,Drama,Neil LaBute,Gwyneth Paltrow,Aaron Eckhart,25000000,10103647,14805812,"Aug 16, 2002"
Possession,5.6,Drama,Simon Sandquist,Joel Bergvall,Lee Pace,25000000,10103647,14805812,"Aug 16, 2002"
